"Date","Price","Open","High","Low","Change %"
"Jul 11, 2019","6.8702","6.8724","6.8765","6.8587","-0.04%"
"Jul 10, 2019","6.8729","6.8863","6.8895","6.8700","-0.22%"
"Jul 09, 2019","6.8880","6.8879","6.8931","6.8806","0.09%"
"Jul 08, 2019","6.8819","6.8936","6.8960","6.8757","-0.17%"
"Jul 05, 2019","6.8936","6.8741","6.8939","6.8720","0.32%"
"Jul 04, 2019","6.8715","6.8761","6.8773","6.8676","-0.14%"
"Jul 03, 2019","6.8811","6.8763","6.8930","6.8751","0.12%"
"Jul 02, 2019","6.8729","6.8504","6.8834","6.8504","0.31%"
"Jul 01, 2019","6.8517","6.8673","6.8673","6.8341","-0.22%"
"Jun 28, 2019","6.8668","6.8748","6.8801","6.8595","-0.15%"
"Jun 27, 2019","6.8771","6.8785","6.8846","6.8738","-0.04%"
"Jun 26, 2019","6.8800","6.8876","6.8937","6.8658","0.00%"
"Jun 25, 2019","6.8798","6.8715","6.8851","6.8655","0.04%"
"Jun 24, 2019","6.8770","6.8736","6.8873","6.8700","0.10%"
"Jun 21, 2019","6.8700","6.8524","6.8793","6.8336","0.26%"
"Jun 20, 2019","6.8520","6.8949","6.8959","6.8440","-0.75%"
"Jun 19, 2019","6.9036","6.9042","6.9115","6.9024","0.01%"
"Jun 18, 2019","6.9032","6.9278","6.9330","6.9022","-0.33%"
"Jun 17, 2019","6.9258","6.9254","6.9276","6.9201","0.00%"
"Jun 14, 2019","6.9255","6.9205","6.9262","6.9200","0.06%"
"Jun 13, 2019","6.9216","6.9184","6.9230","6.9153","0.06%"
"Jun 12, 2019","6.9177","6.9110","6.9236","6.9095","0.09%"
"Jun 11, 2019","6.9114","6.9297","6.9297","6.9075","-0.28%"
"Jun 10, 2019","6.9310","6.9243","6.9365","6.9243","0.31%"
"Jun 07, 2019","6.9097","6.9122","6.9122","6.9097","0.00%"
"Jun 06, 2019","6.9097","6.9101","6.9184","6.9070","0.01%"
"Jun 05, 2019","6.9091","6.9075","6.9150","6.9011","0.01%"
"Jun 04, 2019","6.9083","6.9034","6.9150","6.8978","0.07%"
"Jun 03, 2019","6.9038","6.9045","6.9101","6.8978","-0.02%"
"May 31, 2019","6.9050","6.9027","6.9158","6.8995","0.04%"
"May 30, 2019","6.9019","6.9131","6.9156","6.8978","-0.18%"
"May 29, 2019","6.9145","6.9104","6.9182","6.9088","0.06%"
"May 28, 2019","6.9101","6.8983","6.9158","6.8983","0.18%"
"May 27, 2019","6.8979","6.8989","6.8994","6.8804","-0.03%"
"May 24, 2019","6.9002","6.9085","6.9148","6.8966","-0.15%"
"May 23, 2019","6.9105","6.9057","6.9211","6.9057","0.06%"
"May 22, 2019","6.9064","6.9008","6.9159","6.8962","0.06%"
"May 21, 2019","6.9023","6.9114","6.9179","6.8972","-0.14%"
"May 20, 2019","6.9123","6.9007","6.9174","6.9000","-0.09%"
"May 17, 2019","6.9186","6.8823","6.9186","6.8823","0.51%"
"May 16, 2019","6.8838","6.8747","6.8861","6.8730","0.11%"
"May 15, 2019","6.8761","6.8754","6.8812","6.8640","0.00%"
"May 14, 2019","6.8760","6.8776","6.8888","6.8642","-0.03%"
"May 13, 2019","6.8784","6.8240","6.8824","6.8240","0.80%"
"May 10, 2019","6.8240","6.8268","6.8278","6.7951","-0.05%"
"May 09, 2019","6.8274","6.7823","6.8307","6.7823","0.66%"
"May 08, 2019","6.7828","6.7759","6.7850","6.7656","0.09%"
"May 07, 2019","6.7769","6.7639","6.7810","6.7563","0.18%"
"May 06, 2019","6.7645","6.7379","6.8010","6.7379","0.44%"
"May 03, 2019","6.7346","6.7345","6.7346","6.7325","0.00%"
"May 02, 2019","6.7346","6.7348","6.7348","6.7325","-0.00%"
"May 01, 2019","6.7349","6.7369","6.7369","6.7349","0.00%"
"Apr 30, 2019","6.7349","6.7328","6.7418","6.7311","0.02%"
"Apr 29, 2019","6.7336","6.7292","6.7364","6.7265","0.06%"
"Apr 26, 2019","6.7298","6.7436","6.7436","6.7263","-0.20%"
"Apr 25, 2019","6.7431","6.7222","6.7496","6.7222","0.32%"
"Apr 24, 2019","6.7219","6.7251","6.7259","6.7145","-0.06%"
"Apr 23, 2019","6.7259","6.7114","6.7276","6.7084","0.21%"
"Apr 22, 2019","6.7120","6.7036","6.7149","6.7022","0.12%"
"Apr 19, 2019","6.7042","6.7064","6.7074","6.7002","-0.07%"
"Apr 18, 2019","6.7090","6.6872","6.7095","6.6845","0.31%"
"Apr 17, 2019","6.6882","6.7108","6.7116","6.6841","-0.36%"
"Apr 16, 2019","6.7121","6.7081","6.7134","6.7053","0.05%"
"Apr 15, 2019","6.7087","6.7043","6.7110","6.7036","0.06%"
"Apr 12, 2019","6.7044","6.7194","6.7235","6.6989","-0.22%"
"Apr 11, 2019","6.7194","6.7132","6.7197","6.7103","0.05%"
"Apr 10, 2019","6.7159","6.7175","6.7188","6.7098","0.06%"
"Apr 09, 2019","6.7119","6.7127","6.7195","6.7079","-0.07%"
"Apr 08, 2019","6.7164","6.7144","6.7218","6.7110","-0.04%"
"Apr 05, 2019","6.7190","6.7190","6.7190","6.7190","0.02%"
"Apr 04, 2019","6.7174","6.7073","6.7207","6.7065","0.09%"
"Apr 03, 2019","6.7114","6.7229","6.7229","6.7050","-0.18%"
"Apr 02, 2019","6.7233","6.7177","6.7253","6.7149","0.18%"
"Apr 01, 2019","6.7115","6.7125","6.7144","6.7003","-0.01%"
"Mar 29, 2019","6.7120","6.7336","6.7364","6.7066","-0.40%"
"Mar 28, 2019","6.7391","6.7266","6.7408","6.7206","0.18%"
"Mar 27, 2019","6.7271","6.7131","6.7278","6.7111","0.17%"
"Mar 26, 2019","6.7157","6.7071","6.7167","6.7026","0.09%"
"Mar 25, 2019","6.7094","6.7211","6.7214","6.7053","-0.13%"
"Mar 22, 2019","6.7181","6.7028","6.7183","6.6974","0.28%"
"Mar 21, 2019","6.6992","6.6806","6.7000","6.6725","0.07%"
"Mar 20, 2019","6.6946","6.7187","6.7198","6.6941","-0.26%"
"Mar 19, 2019","6.7119","6.7144","6.7211","6.7095","-0.02%"
"Mar 18, 2019","6.7131","6.7139","6.7180","6.7081","-0.01%"
"Mar 15, 2019","6.7138","6.7222","6.7302","6.7069","-0.14%"
"Mar 14, 2019","6.7230","6.7077","6.7299","6.7031","0.24%"
"Mar 13, 2019","6.7071","6.7053","6.7123","6.7026","-0.02%"
"Mar 12, 2019","6.7085","6.7241","6.7241","6.7038","-0.27%"
"Mar 11, 2019","6.7265","6.7244","6.7315","6.7224","0.07%"
"Mar 08, 2019","6.7216","6.7268","6.7278","6.7173","0.10%"
"Mar 07, 2019","6.7149","6.7083","6.7151","6.7034","0.04%"
"Mar 06, 2019","6.7119","6.7064","6.7201","6.7032","0.06%"
"Mar 05, 2019","6.7076","6.7077","6.7085","6.6970","0.00%"
"Mar 04, 2019","6.7073","6.7086","6.7086","6.6868","0.01%"
"Mar 01, 2019","6.7064","6.6943","6.7112","6.6942","0.18%"
"Feb 28, 2019","6.6942","6.6876","6.6943","6.6790","0.10%"
"Feb 27, 2019","6.6872","6.6937","6.6984","6.6783","-0.19%"
"Feb 26, 2019","6.7002","6.6893","6.7066","6.6893","0.16%"
"Feb 25, 2019","6.6894","6.7167","6.7167","6.6768","-0.37%"
"Feb 22, 2019","6.7142","6.7314","6.7368","6.7114","-0.08%"
"Feb 21, 2019","6.7197","6.7199","6.7263","6.6888","-0.02%"
"Feb 20, 2019","6.7212","6.7373","6.7415","6.7140","-0.55%"
"Feb 19, 2019","6.7587","6.7729","6.7825","6.7564","-0.12%"
"Feb 18, 2019","6.7667","6.7725","6.7725","6.7526","-0.09%"
"Feb 15, 2019","6.7730","6.7757","6.7864","6.7684","0.01%"
"Feb 14, 2019","6.7721","6.7677","6.7780","6.7583","0.17%"
"Feb 13, 2019","6.7604","6.7584","6.7665","6.7506","-0.20%"
"Feb 12, 2019","6.7740","6.7912","6.7956","6.7661","-0.27%"
"Feb 11, 2019","6.7923","6.7435","6.7939","6.7435","0.70%"
"Feb 08, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 07, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 06, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 05, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 04, 2019","6.7448","6.7448","6.7448","6.7448","0.00%"
"Feb 01, 2019","6.7448","6.7005","6.7448","6.7005","0.66%"
"Jan 31, 2019","6.7008","6.6996","6.7160","6.6955","-0.23%"
"Jan 30, 2019","6.7165","6.7354","6.7354","6.7081","-0.24%"
"Jan 29, 2019","6.7329","6.7467","6.7554","6.7300","-0.18%"
"Jan 28, 2019","6.7453","6.7415","6.7459","6.7215","-0.03%"
"Jan 25, 2019","6.7472","6.7919","6.7929","6.7471","-0.61%"
"Jan 24, 2019","6.7885","6.7821","6.8013","6.7793","-0.05%"
"Jan 23, 2019","6.7920","6.8050","6.8058","6.7782","-0.24%"
"Jan 22, 2019","6.8080","6.7912","6.8112","6.7912","0.15%"
"Jan 21, 2019","6.7980","6.7966","6.8019","6.7866","0.28%"
"Jan 18, 2019","6.7790","6.7721","6.7830","6.7692","0.04%"
"Jan 17, 2019","6.7764","6.7465","6.7797","6.7465","0.29%"
"Jan 16, 2019","6.7568","6.7729","6.7824","6.7550","-0.06%"
"Jan 15, 2019","6.7610","6.7465","6.7613","6.7392","-0.10%"
"Jan 14, 2019","6.7681","6.7433","6.7714","6.7349","0.08%"
"Jan 11, 2019","6.7630","6.7933","6.7934","6.7394","-0.38%"
"Jan 10, 2019","6.7885","6.8173","6.8235","6.7733","-0.41%"
"Jan 09, 2019","6.8165","6.8485","6.8485","6.8165","-0.54%"
"Jan 08, 2019","6.8532","6.8443","6.8623","6.8438","0.03%"
"Jan 07, 2019","6.8510","6.8507","6.8531","6.8440","-0.26%"
"Jan 04, 2019","6.8692","6.8687","6.8737","6.8639","-0.04%"
"Jan 03, 2019","6.8720","6.8640","6.8840","6.8640","0.15%"
"Jan 02, 2019","6.8620","6.8631","6.8694","6.8506","-0.24%"
"Jan 01, 2019","6.8785","6.8785","6.8785","6.8785","0.00%"
"Dec 31, 2018","6.8785","6.8785","6.8785","6.8785","0.00%"
